_Y5_1,_Y5_2,_Y5_3,_Y5_4,_Y5_5,_age5grp,_male,_U5UK,_EUUKcopula
1,2,4,3,2,18-34,1,.626,.5628692763844244
1,2,4,3,3,18-34,1,.6,.5091446839828158
1,2,4,3,4,18-34,1,.419,.3282431365055292
1,2,4,3,5,18-34,1,.415,.1600929162911155
1,2,4,4,1,18-34,1,.5119999999999999,.4055085353606949
1,2,4,4,2,18-34,1,.4339999999999999,.3837013280661091
1,2,4,4,3,18-34,1,.4079999999999999,.3230517453249395
1,2,4,4,4,18-34,1,.2269999999999999,.1749795700429626
1,2,4,4,5,18-34,1,.2229999999999999,.0392391022963597
1,2,4,5,1,18-34,1,.4529999999999999,.2681330212084429
1,2,4,5,2,18-34,1,.3749999999999999,.2645091259376201
1,2,4,5,3,18-34,1,.3489999999999999,.1810360921132316
1,2,4,5,4,18-34,1,.1679999999999999,.0498995791490693
1,2,4,5,5,18-34,1,.1639999999999999,-.063542518344535
1,2,5,1,1,18-34,1,.766,.7992165219732036
1,2,5,1,2,18-34,1,.6880000000000001,.7472889307943069
1,2,5,1,3,18-34,1,.662,.664573446570367
1,2,5,1,4,18-34,1,.481,.4326304313177556
1,2,5,1,5,18-34,1,.477,.2265244510953452
1,2,5,2,1,18-34,1,.7030000000000001,.7128154873871623
1,2,5,2,2,18-34,1,.6250000000000001,.6696254433061698
1,2,5,2,3,18-34,1,.5990000000000001,.6172182367753728
1,2,5,2,4,18-34,1,.4180000000000001,.4054031801920324
1,2,5,2,5,18-34,1,.4140000000000001,.2200086147029393
1,2,5,3,1,18-34,1,.6820000000000001,.6173576761855758
1,2,5,3,2,18-34,1,.6040000000000001,.5860907808025022
1,2,5,3,3,18-34,1,.5780000000000001,.517298743168243
1,2,5,3,4,18-34,1,.3970000000000001,.3209129544841838
1,2,5,3,5,18-34,1,.3930000000000001,.1521958795233155
1,2,5,4,1,18-34,1,.49,.3203061955431957
1,2,5,4,2,18-34,1,.412,.329541246649636
1,2,5,4,3,18-34,1,.386,.23127640513356
1,2,5,4,4,18-34,1,.205,.0926081207573367
1,2,5,4,5,18-34,1,.201,-.023799177185419
1,2,5,5,1,18-34,1,.431,.1173707820033161
1,2,5,5,2,18-34,1,.353,.1659574432534773
1,2,5,5,3,18-34,1,.327,.0439503233276939
1,2,5,5,4,18-34,1,.146,-.0627003566245534
1,2,5,5,5,18-34,1,.142,-.1508070701932214
1,3,1,1,1,18-34,1,.92,.9476965535017251
1,3,1,1,2,18-34,1,.8420000000000001,.844219791013791
1,3,1,1,3,18-34,1,.8160000000000001,.7458844131846616
1,3,1,1,4,18-34,1,.635,.5022388551612209
1,3,1,1,5,18-34,1,.631,.3107507096471421
1,3,1,2,1,18-34,1,.857,.7764750715955727
1,3,1,2,2,18-34,1,.779,.7113637955029243
1,3,1,2,3,18-34,1,.753,.6421359978892635
1,3,1,2,4,18-34,1,.5720000000000001,.4213976778036164
1,3,1,2,5,18-34,1,.5680000000000001,.2344538494967996
1,3,1,3,1,18-34,1,.8360000000000001,.6342584278576271
1,3,1,3,2,18-34,1,.7580000000000001,.5938611148337641
1,3,1,3,3,18-34,1,.7320000000000001,.5344338144607408
1,3,1,3,4,18-34,1,.5510000000000002,.3410041521006607
1,3,1,3,5,18-34,1,.5470000000000002,.1650949091563023
1,3,1,4,1,18-34,1,.644,.4501024347016781
1,3,1,4,2,18-34,1,.5660000000000001,.4174921926437003
1,3,1,4,3,18-34,1,.54,.3485401653705063
1,3,1,4,4,18-34,1,.359,.1911018284823435
1,3,1,4,5,18-34,1,.355,.0481749220076816
1,3,1,5,1,18-34,1,.585,.4367050531604509
1,3,1,5,2,18-34,1,.507,.3925787286687025
1,3,1,5,3,18-34,1,.481,.252744299779213
1,3,1,5,4,18-34,1,.3,.0862645966429513
1,3,1,5,5,18-34,1,.296,-.0415023149712382
1,3,2,1,1,18-34,1,.87,.7773438311831366
1,3,2,1,2,18-34,1,.792,.727763583342313
1,3,2,1,3,18-34,1,.766,.668963566005981
1,3,2,1,4,18-34,1,.585,.4548165485778103
1,3,2,1,5,18-34,1,.581,.2670221416324261
1,3,2,2,1,18-34,1,.8069999999999999,.6944835341266542
1,3,2,2,2,18-34,1,.729,.653560391874673
1,3,2,2,3,18-34,1,.703,.6045024889165548
1,3,2,2,4,18-34,1,.522,.3949750577279026
1,3,2,2,5,18-34,1,.518,.2113603431095527
1,3,2,3,1,18-34,1,.786,.6230159485809206
1,3,2,3,2,18-34,1,.7080000000000001,.5849017025195512
1,3,2,3,3,18-34,1,.6820000000000001,.5292738797048727
1,3,2,3,4,18-34,1,.5010000000000001,.3317352368412526
1,3,2,3,5,18-34,1,.4970000000000001,.1539783445306423
1,3,2,4,1,18-34,1,.594,.4682937676431548
1,3,2,4,2,18-34,1,.516,.432785539172773
1,3,2,4,3,18-34,1,.49,.3710218709934255
1,3,2,4,4,18-34,1,.309,.2076492276699697
1,3,2,4,5,18-34,1,.305,.0597241061586036
1,3,2,5,1,18-34,1,.5349999999999999,.4834472693634548
1,3,2,5,2,18-34,1,.4569999999999999,.4505391896252068
1,3,2,5,3,18-34,1,.4309999999999999,.3584034425531101
1,3,2,5,4,18-34,1,.2499999999999999,.1731324800767523
1,3,2,5,5,18-34,1,.2459999999999999,.0163178520412737
1,3,3,1,1,18-34,1,.857,.6803265562841707
1,3,3,1,2,18-34,1,.779,.643052699074897
1,3,3,1,3,18-34,1,.753,.5875944026464289
1,3,3,1,4,18-34,1,.5720000000000001,.39686162376441
1,3,3,1,5,18-34,1,.5680000000000001,.2185121457193864
1,3,3,2,1,18-34,1,.794,.6411508067475887
1,3,3,2,2,18-34,1,.7160000000000001,.6042804678026008
1,3,3,2,3,18-34,1,.6900000000000001,.5506061890495382
1,3,3,2,4,18-34,1,.5090000000000001,.3592351776674422
1,3,3,2,5,18-34,1,.5050000000000001,.1809292754692261
1,3,3,3,1,18-34,1,.773,.5707191958761407
1,3,3,3,2,18-34,1,.6950000000000001,.5351863234971777
1,3,3,3,3,18-34,1,.669,.485004923336792
1,3,3,3,4,18-34,1,.488,.3050414413412432
1,3,3,3,5,18-34,1,.484,.1351965396785256
1,3,3,4,1,18-34,1,.581,.41072349143285
1,3,3,4,2,18-34,1,.503,.3786899030972541
1,3,3,4,3,18-34,1,.477,.3310491371243995
1,3,3,4,4,18-34,1,.296,.1825969274479158
1,3,3,4,5,18-34,1,.292,.0426512648496682
1,3,3,5,1,18-34,1,.522,.3188852626676131
1,3,3,5,2,18-34,1,.444,.2966081904703175
1,3,3,5,3,18-34,1,.418,.2378237137391714
1,3,3,5,4,18-34,1,.237,.0996182429059982
1,3,3,5,5,18-34,1,.233,-.0281770964596222
1,3,4,1,1,18-34,1,.758,.6073470867202945
1,3,4,1,2,18-34,1,.6800000000000001,.5851018067410182
1,3,4,1,3,18-34,1,.654,.5147449042177055
1,3,4,1,4,18-34,1,.473,.3435735181753575
1,3,4,1,5,18-34,1,.469,.189956853169599
1,3,4,2,1,18-34,1,.6950000000000001,.6135009256884443
1,3,4,2,2,18-34,1,.6170000000000001,.5807562897203258
1,3,4,2,3,18-34,1,.5910000000000001,.5248666920260837
1,3,4,2,4,18-34,1,.4100000000000001,.3418790888874384
1,3,4,2,5,18-34,1,.4060000000000001,.1723513732750943
1,3,4,3,1,18-34,1,.674,.5234437856406046
1,3,4,3,2,18-34,1,.5960000000000001,.4990248690073052
1,3,4,3,3,18-34,1,.5700000000000001,.4377138250721054
1,3,4,3,4,18-34,1,.3890000000000001,.2705367910114039
1,3,4,3,5,18-34,1,.3850000000000001,.1192139220837816
1,3,4,4,1,18-34,1,.482,.2657570454912929
1,3,4,4,2,18-34,1,.404,.2547895387680899
1,3,4,4,3,18-34,1,.378,.1883653514788677
1,3,4,4,4,18-34,1,.197,.0701770074317552
1,3,4,4,5,18-34,1,.193,-.0360509891207485
1,3,4,5,1,18-34,1,.423,.1050629107487947
1,3,4,5,2,18-34,1,.345,.0891997651099766
1,3,4,5,3,18-34,1,.319,.0359210560168709
1,3,4,5,4,18-34,1,.138,-.0506913023347449
1,3,4,5,5,18-34,1,.134,-.1305109097029329
1,3,5,1,1,18-34,1,.736,.5313270078698696
1,3,5,1,2,18-34,1,.658,.5187421812714309
1,3,5,1,3,18-34,1,.632,.4215413426951153
1,3,5,1,4,18-34,1,.451,.2792380180661808
1,3,5,1,5,18-34,1,.447,.1583255281619643
1,3,5,2,1,18-34,1,.673,.6088414431278381
1,3,5,2,2,18-34,1,.5950000000000001,.5832227210660932
1,3,5,2,3,18-34,1,.5690000000000001,.5018882114438653
1,3,5,2,4,18-34,1,.3880000000000001,.3140406107513974
1,3,5,2,5,18-34,1,.3840000000000001,.1565187199006559
1,3,5,3,1,18-34,1,.652,.4344580090681462
1,3,5,3,2,18-34,1,.5740000000000001,.4235189822201231
1,3,5,3,3,18-34,1,.548,.3491567382366976
1,3,5,3,4,18-34,1,.3670000000000001,.2133229484208385
1,3,5,3,5,18-34,1,.363,.0959768986224855
1,3,5,4,1,18-34,1,.46,.1811246490229725
1,3,5,4,2,18-34,1,.382,.1609718188947669
1,3,5,4,3,18-34,1,.356,.1111753864963263
1,3,5,4,4,18-34,1,.175,.0217741673339253
1,3,5,4,5,18-34,1,.171,-.0628480605876858
1,3,5,5,1,18-34,1,.401,.0559789801419515
1,3,5,5,2,18-34,1,.323,.0341097482102834
1,3,5,5,3,18-34,1,.297,-.0073739583884677
1,3,5,5,4,18-34,1,.116,-.0823761891584394
1,3,5,5,5,18-34,1,.112,-.1574152496258992
1,4,1,1,1,18-34,1,.836,.9607153229168451
1,4,1,1,2,18-34,1,.758,.8658903033142769
1,4,1,1,3,18-34,1,.732,.7608466446929124
1,4,1,1,4,18-34,1,.5509999999999999,.4904743313207807
1,4,1,1,5,18-34,1,.5469999999999999,.2832359353339949
1,4,1,2,1,18-34,1,.7729999999999999,.8304790868902335
1,4,1,2,2,18-34,1,.695,.7618956957519159
1,4,1,2,3,18-34,1,.6689999999999999,.6805138568112774
1,4,1,2,4,18-34,1,.4879999999999999,.4385041687939888
1,4,1,2,5,18-34,1,.4839999999999999,.2434397766289468
1,4,1,3,1,18-34,1,.752,.581275760523109
1,4,1,3,2,18-34,1,.674,.5467775637929093
1,4,1,3,3,18-34,1,.648,.4610284161025897
1,4,1,3,4,18-34,1,.467,.2846237914963879
1,4,1,3,5,18-34,1,.463,.1291041159934962
1,4,1,4,1,18-34,1,.5599999999999999,.2756450119158519
1,4,1,4,2,18-34,1,.4819999999999999,.2548316973872672
1,4,1,4,3,18-34,1,.456,.1833689752633184
1,4,1,4,4,18-34,1,.275,.0696186985075758
1,4,1,4,5,18-34,1,.271,-.0348552385047246
1,4,1,5,1,18-34,1,.5009999999999999,.1727213828461374
1,4,1,5,2,18-34,1,.4229999999999999,.1383718335434396
1,4,1,5,3,18-34,1,.3969999999999999,.0420598672228808
1,4,1,5,4,18-34,1,.2159999999999999,-.0496130330589073
1,4,1,5,5,18-34,1,.2119999999999999,-.1297664548618583
1,4,2,1,1,18-34,1,.7859999999999999,.8285183703088399
1,4,2,1,2,18-34,1,.708,.7577798248606285
1,4,2,1,3,18-34,1,.6819999999999999,.6618225083675595
1,4,2,1,4,18-34,1,.5009999999999999,.430524909098703
1,4,2,1,5,18-34,1,.4969999999999999,.2366274956683889
1,4,2,2,1,18-34,1,.7229999999999999,.7163298771511524
1,4,2,2,2,18-34,1,.6449999999999999,.6648441006294856
1,4,2,2,3,18-34,1,.6189999999999999,.6006410321978322
1,4,2,2,4,18-34,1,.4379999999999999,.3869329791173072
1,4,2,2,5,18-34,1,.4339999999999999,.2020495958794389
1,4,2,3,1,18-34,1,.702,.5873512113811198
1,4,2,3,2,18-34,1,.624,.5529732659928048
1,4,2,3,3,18-34,1,.598,.4894438774757789
1,4,2,3,4,18-34,1,.417,.3013995513093912
1,4,2,3,5,18-34,1,.413,.1316701330640162
1,4,2,4,1,18-34,1,.5099999999999999,.3419275642695922
1,4,2,4,2,18-34,1,.4319999999999999,.330224891546604
1,4,2,4,3,18-34,1,.4059999999999999,.251776434861394
1,4,2,4,4,18-34,1,.2249999999999999,.106596921926367
1,4,2,4,5,18-34,1,.2209999999999999,-.0221979352753401
1,4,2,5,1,18-34,1,.4509999999999999,.1984739866862041
1,4,2,5,2,18-34,1,.3729999999999999,.2042249746036655
1,4,2,5,3,18-34,1,.3469999999999999,.0935448912035277
1,4,2,5,4,18-34,1,.1659999999999999,-.0307528438832138
1,4,2,5,5,18-34,1,.1619999999999999,-.1330675730152047
1,4,3,1,1,18-34,1,.7729999999999999,.6317774835791705
1,4,3,1,2,18-34,1,.695,.6027582523265904
1,4,3,1,3,18-34,1,.6689999999999999,.5362052564652151
1,4,3,1,4,18-34,1,.4879999999999999,.3547399131088587
1,4,3,1,5,18-34,1,.4839999999999999,.1880542693516758
1,4,3,2,1,18-34,1,.71,.6174682412725049
1,4,3,2,2,18-34,1,.632,.5824978987878581
1,4,3,2,3,18-34,1,.606,.5278456128087042
1,4,3,2,4,18-34,1,.425,.3426735502244745
1,4,3,2,5,18-34,1,.421,.1696796547843064
1,4,3,3,1,18-34,1,.689,.5361179136934345
1,4,3,3,2,18-34,1,.611,.5072115198707498
1,4,3,3,3,18-34,1,.585,.4503333190242573
1,4,3,3,4,18-34,1,.404,.276906263306991
1,4,3,3,5,18-34,1,.4,.1160354588701093
1,4,3,4,1,18-34,1,.4969999999999999,.2955992415378629
1,4,3,4,2,18-34,1,.4189999999999999,.2856022611361248
1,4,3,4,3,18-34,1,.3929999999999999,.215431637250438
1,4,3,4,4,18-34,1,.2119999999999999,.0818136060748356
1,4,3,4,5,18-34,1,.2079999999999999,-.0383884680331456
1,4,3,5,1,18-34,1,.4379999999999999,.1182947169397728
1,4,3,5,2,18-34,1,.3599999999999999,.1114571763995237
1,4,3,5,3,18-34,1,.3339999999999999,.0460589424161189
1,4,3,5,4,18-34,1,.1529999999999999,-.0528703919468874
1,4,3,5,5,18-34,1,.1489999999999999,-.1415660577676962
1,4,4,1,1,18-34,1,.6739999999999999,.4351484080839159
1,4,4,1,2,18-34,1,.596,.4123462023472497
1,4,4,1,3,18-34,1,.57,.354429720438453
1,4,4,1,4,18-34,1,.389,.2407659661134769
1,4,4,1,5,18-34,1,.385,.1320260507108876
1,4,4,2,1,18-34,1,.611,.4832429222135038
1,4,4,2,2,18-34,1,.533,.4713270223492403
1,4,4,2,3,18-34,1,.507,.3957910627333338
1,4,4,2,4,18-34,1,.326,.2499703742040483
1,4,4,2,5,18-34,1,.322,.1216039867769404
1,4,4,3,1,18-34,1,.59,.3643284355909717
1,4,4,3,2,18-34,1,.512,.3449494691126819
1,4,4,3,3,18-34,1,.486,.2866509599809144
1,4,4,3,4,18-34,1,.305,.1724832011098337
1,4,4,3,5,18-34,1,.301,.0651443521071759
1,4,4,4,1,18-34,1,.3979999999999999,.1440122097065095
1,4,4,4,2,18-34,1,.3199999999999999,.1168010378658782
1,4,4,4,3,18-34,1,.2939999999999999,.0752302825089164
