_Y5_1,_Y5_2,_Y5_3,_Y5_4,_Y5_5,_age5grp,_male,_U5UK,_EUUKcopula
5,3,4,4,1,18-34,1,.208,.083640038030526
5,3,4,4,2,18-34,1,.13,.0562089112465956
5,3,4,4,3,18-34,1,.104,.0148739413969719
5,3,4,4,4,18-34,1,-.077,-.0705677086998117
5,3,4,4,5,18-34,1,-.081,-.1549946211169057
5,3,4,5,1,18-34,1,.149,-.0380570211210226
5,3,4,5,2,18-34,1,.071,-.0639217460775443
5,3,4,5,3,18-34,1,.045,-.1007906630428247
5,3,4,5,4,18-34,1,-.136,-.1745259490898002
5,3,4,5,5,18-34,1,-.14,-.2502533554383714
5,3,5,1,1,18-34,1,.462,.2131195997938684
5,3,5,1,2,18-34,1,.384,.2347550381178616
5,3,5,1,3,18-34,1,.358,.1719119356189156
5,3,5,1,4,18-34,1,.1770000000000001,.0619121965137164
5,3,5,1,5,18-34,1,.173,-.0673914555203118
5,3,5,2,1,18-34,1,.399,.2335182513796369
5,3,5,2,2,18-34,1,.321,.2600511903068754
5,3,5,2,3,18-34,1,.295,.185298389311196
5,3,5,2,4,18-34,1,.1140000000000001,.0649620229798313
5,3,5,2,5,18-34,1,.11,-.0720540025632414
5,3,5,3,1,18-34,1,.378,.2221316271682568
5,3,5,3,2,18-34,1,.3,.2034172045816142
5,3,5,3,3,18-34,1,.274,.1567614508704035
5,3,5,3,4,18-34,1,.093,.0619379085560035
5,3,5,3,5,18-34,1,.089,-.0381410350747398
5,3,5,4,1,18-34,1,.186,.015377313446408
5,3,5,4,2,18-34,1,.108,.0053676395444621
5,3,5,4,3,18-34,1,.082,-.0397577486521862
5,3,5,4,4,18-34,1,-.099,-.1255722415893742
5,3,5,4,5,18-34,1,-.103,-.2209944115002937
5,3,5,5,1,18-34,1,.127,-.1733149427497253
5,3,5,5,2,18-34,1,.049,-.1605251537495441
5,3,5,5,3,18-34,1,.023,-.2150732738483737
5,3,5,5,4,18-34,1,-.158,-.298299599843518
5,3,5,5,5,18-34,1,-.162,-.3913302266371038
5,4,1,1,1,18-34,1,.5619999999999999,.3634652741765776
5,4,1,1,2,18-34,1,.4839999999999999,.3645918829023493
5,4,1,1,3,18-34,1,.458,.2867103932828309
5,4,1,1,4,18-34,1,.277,.1523437193256076
5,4,1,1,5,18-34,1,.273,.0093567343516061
5,4,1,2,1,18-34,1,.4989999999999999,.4111088267543951
5,4,1,2,2,18-34,1,.4209999999999999,.4159593748368571
5,4,1,2,3,18-34,1,.395,.3164843772078425
5,4,1,2,4,18-34,1,.214,.1620494461235837
5,4,1,2,5,18-34,1,.21,.0103868410078306
5,4,1,3,1,18-34,1,.4779999999999999,.3197034726649132
5,4,1,3,2,18-34,1,.3999999999999999,.2980009778737868
5,4,1,3,3,18-34,1,.3739999999999999,.2424348673877128
5,4,1,3,4,18-34,1,.193,.121834574106829
5,4,1,3,5,18-34,1,.189,.0002010815580407
5,4,1,4,1,18-34,1,.2859999999999999,.0789891401244234
5,4,1,4,2,18-34,1,.2079999999999999,.0615175973437598
5,4,1,4,3,18-34,1,.1819999999999999,.0160553563460114
5,4,1,4,4,18-34,1,.0009999999999999,-.0770781643199524
5,4,1,4,5,18-34,1,-.0030000000000001,-.1763002685010757
5,4,1,5,1,18-34,1,.2269999999999999,-.1114898180222426
5,4,1,5,2,18-34,1,.1489999999999999,-.1039404470495019
5,4,1,5,3,18-34,1,.1229999999999999,-.1572226923957432
5,4,1,5,4,18-34,1,-.0580000000000001,-.2438727329131575
5,4,1,5,5,18-34,1,-.0620000000000001,-.339980142158687
5,4,2,1,1,18-34,1,.5119999999999999,.3543714363849079
5,4,2,1,2,18-34,1,.4339999999999999,.3881625187295869
5,4,2,1,3,18-34,1,.4079999999999999,.2851401948006398
5,4,2,1,4,18-34,1,.2269999999999999,.129148850582863
5,4,2,1,5,18-34,1,.2229999999999999,-.0279010775893793
5,4,2,2,1,18-34,1,.4489999999999999,.4924557040608874
5,4,2,2,2,18-34,1,.3709999999999999,.4975773854839578
5,4,2,2,3,18-34,1,.3449999999999999,.3952625461674904
5,4,2,2,4,18-34,1,.1639999999999999,.1964655556808212
5,4,2,2,5,18-34,1,.1599999999999999,.0079749173212373
5,4,2,3,1,18-34,1,.4279999999999999,.3443270279712651
5,4,2,3,2,18-34,1,.3499999999999999,.33844534754477
5,4,2,3,3,18-34,1,.3239999999999999,.2624469331433541
5,4,2,3,4,18-34,1,.1429999999999999,.1211588820410987
5,4,2,3,5,18-34,1,.1389999999999999,-.0129019298121685
5,4,2,4,1,18-34,1,.2359999999999999,.0612697623774316
5,4,2,4,2,18-34,1,.1579999999999999,.0566407195122337
5,4,2,4,3,18-34,1,.1319999999999999,.0010106023681562
5,4,2,4,4,18-34,1,-.0490000000000001,-.0989469503858349
5,4,2,4,5,18-34,1,-.0530000000000001,-.2051238063683247
5,4,2,5,1,18-34,1,.1769999999999999,-.1522491794348539
5,4,2,5,2,18-34,1,.0989999999999999,-.1364271531441749
5,4,2,5,3,18-34,1,.0729999999999999,-.1961171551918458
5,4,2,5,4,18-34,1,-.1080000000000001,-.2845507907053816
5,4,2,5,5,18-34,1,-.1120000000000001,-.3799256891988433
5,4,3,1,1,18-34,1,.4989999999999999,.3724618803479174
5,4,3,1,2,18-34,1,.4209999999999999,.3636398073927016
5,4,3,1,3,18-34,1,.395,.2960727026735354
5,4,3,1,4,18-34,1,.214,.1654403630680529
5,4,3,1,5,18-34,1,.21,.0359525887468987
5,4,3,2,1,18-34,1,.4359999999999999,.4453181722850715
5,4,3,2,2,18-34,1,.3579999999999999,.4394421314935346
5,4,3,2,3,18-34,1,.332,.3600342588849363
5,4,3,2,4,18-34,1,.151,.1950872928393527
5,4,3,2,5,18-34,1,.147,.0432116245515696
5,4,3,3,1,18-34,1,.4149999999999999,.3200853293292834
5,4,3,3,2,18-34,1,.3369999999999999,.30609295313869
5,4,3,3,3,18-34,1,.3109999999999999,.2391617392090824
5,4,3,3,4,18-34,1,.13,.1099710261157385
5,4,3,3,5,18-34,1,.126,-.0111423975011412
5,4,3,4,1,18-34,1,.2229999999999999,.0722125706652544
5,4,3,4,2,18-34,1,.1449999999999999,.0504255056301245
5,4,3,4,3,18-34,1,.1189999999999999,.0038239342459262
5,4,3,4,4,18-34,1,-.0620000000000001,-.0874091510569379
5,4,3,4,5,18-34,1,-.0660000000000001,-.1787129828367014
5,4,3,5,1,18-34,1,.1639999999999999,-.082615698656814
5,4,3,5,2,18-34,1,.0859999999999999,-.0914539342093228
5,4,3,5,3,18-34,1,.0599999999999999,-.1367017738811704
5,4,3,5,4,18-34,1,-.1210000000000001,-.2191965373806593
5,4,3,5,5,18-34,1,-.1250000000000001,-.3123636560363909
5,4,4,1,1,18-34,1,.3999999999999999,.280934050192716
5,4,4,1,2,18-34,1,.3219999999999999,.2541926229242968
5,4,4,1,3,18-34,1,.2959999999999999,.2110087546330751
5,4,4,1,4,18-34,1,.1149999999999999,.1144885544661696
5,4,4,1,5,18-34,1,.1109999999999999,.0151244104497264
5,4,4,2,1,18-34,1,.3369999999999999,.2693562435754009
5,4,4,2,2,18-34,1,.2589999999999999,.2449765551666226
5,4,4,2,3,18-34,1,.2329999999999999,.1979552143360124
5,4,4,2,4,18-34,1,.0519999999999999,.0987786270570268
5,4,4,2,5,18-34,1,.0479999999999999,-.001026588772003
5,4,4,3,1,18-34,1,.3159999999999999,.2135011142258398
5,4,4,3,2,18-34,1,.2379999999999999,.1837731863461554
5,4,4,3,3,18-34,1,.2119999999999999,.1422382753263345
5,4,4,3,4,18-34,1,.0309999999999999,.0494081435641938
5,4,4,3,5,18-34,1,.0269999999999999,-.0436027056689493
5,4,4,4,1,18-34,1,.1239999999999999,.0246037696699629
5,4,4,4,2,18-34,1,.0459999999999999,-.004307138285296
5,4,4,4,3,18-34,1,.0199999999999999,-.0415106072964479
5,4,4,4,4,18-34,1,-.1610000000000001,-.1209545060973415
5,4,4,4,5,18-34,1,-.1650000000000001,-.2010390876664404
5,4,4,5,1,18-34,1,.0649999999999999,-.0941104355890941
5,4,4,5,2,18-34,1,-.0130000000000001,-.1146680875867599
5,4,4,5,3,18-34,1,-.0390000000000001,-.1529313783052979
5,4,4,5,4,18-34,1,-.2200000000000001,-.2285220752035678
5,4,4,5,5,18-34,1,-.2240000000000001,-.3107067970431353
5,4,5,1,1,18-34,1,.378,.0752096943892727
5,4,5,1,2,18-34,1,.2999999999999999,.1091615116970749
5,4,5,1,3,18-34,1,.274,.0399185509370232
5,4,5,1,4,18-34,1,.093,-.0624384803553718
5,4,5,1,5,18-34,1,.089,-.1731954395572589
5,4,5,2,1,18-34,1,.315,.0721754260546658
5,4,5,2,2,18-34,1,.2369999999999999,.1086351816589501
5,4,5,2,3,18-34,1,.211,.0385761111145713
5,4,5,2,4,18-34,1,.03,-.0684280042593518
5,4,5,2,5,18-34,1,.026,-.1878932350877764
5,4,5,3,1,18-34,1,.2939999999999999,.132478698282835
5,4,5,3,2,18-34,1,.2159999999999999,.1256802546261245
5,4,5,3,3,18-34,1,.19,.0781420354534547
5,4,5,3,4,18-34,1,.009,-.0148084660775533
5,4,5,3,5,18-34,1,.0049999999999999,-.1209914106179003
5,4,5,4,1,18-34,1,.1019999999999999,-.0799205328387855
5,4,5,4,2,18-34,1,.0239999999999999,-.0733849802693466
5,4,5,4,3,18-34,1,-.0020000000000001,-.12628709931193
5,4,5,4,4,18-34,1,-.1830000000000001,-.2143988445899998
5,4,5,4,5,18-34,1,-.1870000000000001,-.3117605517878735
5,4,5,5,1,18-34,1,.0429999999999999,-.2473165363950375
5,4,5,5,2,18-34,1,-.0350000000000001,-.2536437253364258
5,4,5,5,3,18-34,1,-.0610000000000001,-.3014685572661775
5,4,5,5,4,18-34,1,-.2420000000000001,-.3737311000791274
5,4,5,5,5,18-34,1,-.2460000000000001,-.4503079604892515
5,5,1,1,1,18-34,1,.5229999999999999,.0359409534643058
5,5,1,1,2,18-34,1,.4449999999999999,.0791293221513739
5,5,1,1,3,18-34,1,.4189999999999999,-.0185713994545929
5,5,1,1,4,18-34,1,.2379999999999999,-.1156108744727468
5,5,1,1,5,18-34,1,.2339999999999999,-.2111996334000397
5,5,1,2,1,18-34,1,.4599999999999999,.0795929281025668
5,5,1,2,2,18-34,1,.3819999999999999,.1869857749483993
5,5,1,2,3,18-34,1,.3559999999999999,.008131228439742
5,5,1,2,4,18-34,1,.1749999999999999,-.1247482306415713
5,5,1,2,5,18-34,1,.1709999999999999,-.23864611489698
5,5,1,3,1,18-34,1,.4389999999999999,.1149513544056677
5,5,1,3,2,18-34,1,.3609999999999999,.1558207611809707
5,5,1,3,3,18-34,1,.3349999999999999,.0780168020180882
5,5,1,3,4,18-34,1,.1539999999999999,-.0434293159420238
5,5,1,3,5,18-34,1,.1499999999999999,-.177519604589304
5,5,1,4,1,18-34,1,.2469999999999999,-.1185041179257549
5,5,1,4,2,18-34,1,.1689999999999999,-.1033297995615283
5,5,1,4,3,18-34,1,.1429999999999999,-.1641083390477284
5,5,1,4,4,18-34,1,-.0380000000000001,-.2506598273023828
5,5,1,4,5,18-34,1,-.0420000000000001,-.3401946269032966
5,5,1,5,1,18-34,1,.1879999999999999,-.2587168075133461
5,5,1,5,2,18-34,1,.1099999999999999,-.2782352871832937
5,5,1,5,3,18-34,1,.0839999999999999,-.3177538213979521
5,5,1,5,4,18-34,1,-.0970000000000001,-.382747760301826
5,5,1,5,5,18-34,1,-.1010000000000001,-.4537278524702266
5,5,2,1,1,18-34,1,.4729999999999999,-.0026729589941614
5,5,2,1,2,18-34,1,.3949999999999999,.0633468914869058
5,5,2,1,3,18-34,1,.3689999999999999,-.0547352013744449
5,5,2,1,4,18-34,1,.1879999999999999,-.1548490055213233
5,5,2,1,5,18-34,1,.1839999999999999,-.2479042573407587
5,5,2,2,1,18-34,1,.4099999999999999,.1823503027865314
5,5,2,2,2,18-34,1,.3319999999999999,.3598398652881201
5,5,2,2,3,18-34,1,.3059999999999999,.0970065127158454
5,5,2,2,4,18-34,1,.1249999999999999,-.1234289784852027
5,5,2,2,5,18-34,1,.1209999999999999,-.2691450536150316
5,5,2,3,1,18-34,1,.3889999999999999,.0943811934079673
5,5,2,3,2,18-34,1,.3109999999999999,.1747528498019911
5,5,2,3,3,18-34,1,.2849999999999999,.0539300182079954
5,5,2,3,4,18-34,1,.1039999999999999,-.0873675235671938
5,5,2,3,5,18-34,1,.0999999999999999,-.2274518907709987
5,5,2,4,1,18-34,1,.1969999999999999,-.1598694874621678
5,5,2,4,2,18-34,1,.1189999999999999,-.1474721555837879
5,5,2,4,3,18-34,1,.0929999999999999,-.2082901761409506
5,5,2,4,4,18-34,1,-.0880000000000001,-.2909006714208598
5,5,2,4,5,18-34,1,-.0920000000000001,-.3754685993467961
5,5,2,5,1,18-34,1,.1379999999999999,-.2901401188573435
5,5,2,5,2,18-34,1,.0599999999999999,-.3119874375667061
5,5,2,5,3,18-34,1,.0339999999999999,-.3496995525345384
5,5,2,5,4,18-34,1,-.1470000000000001,-.4131605027516224
5,5,2,5,5,18-34,1,-.1510000000000001,-.4833553194221263
5,5,3,1,1,18-34,1,.4599999999999999,.0894927590172439
5,5,3,1,2,18-34,1,.3819999999999999,.1580945500553553
5,5,3,1,3,18-34,1,.3559999999999999,.0654059661790431
5,5,3,1,4,18-34,1,.1749999999999999,-.0603195513729327
5,5,3,1,5,18-34,1,.1709999999999999,-.1956041729072475
5,5,3,2,1,18-34,1,.3969999999999999,.1706963379124235
5,5,3,2,2,18-34,1,.3189999999999999,.2700279465640406
5,5,3,2,3,18-34,1,.2929999999999999,.1394683271232315
5,5,3,2,4,18-34,1,.1119999999999999,-.0272708098245363
5,5,3,2,5,18-34,1,.1079999999999999,-.1967103305425969
5,5,3,3,1,18-34,1,.3759999999999999,.1899893259288986
5,5,3,3,2,18-34,1,.2979999999999999,.1992192015360943
5,5,3,3,3,18-34,1,.2719999999999999,.1321054274568623
5,5,3,3,4,18-34,1,.0909999999999999,.0151154376199376
5,5,3,3,5,18-34,1,.0869999999999999,-.1133374211742636
5,5,3,4,1,18-34,1,.1839999999999999,-.0721148683534704
5,5,3,4,2,18-34,1,.1059999999999999,-.0531151255628798
5,5,3,4,3,18-34,1,.0799999999999999,-.1144127350552683
5,5,3,4,4,18-34,1,-.1010000000000001,-.2125910709850363
5,5,3,4,5,18-34,1,-.1050000000000001,-.3216307128088725
5,5,3,5,1,18-34,1,.1249999999999999,-.2760353347732149
5,5,3,5,2,18-34,1,.0469999999999999,-.2704853467163568
5,5,3,5,3,18-34,1,.0209999999999999,-.3231954196752107
5,5,3,5,4,18-34,1,-.1600000000000001,-.3992891552531195
5,5,3,5,5,18-34,1,-.1640000000000001,-.4817329772610956
5,5,4,1,1,18-34,1,.3609999999999999,.113191254069924
5,5,4,1,2,18-34,1,.2829999999999999,.1429466971569935
5,5,4,1,3,18-34,1,.2569999999999999,.0777680961779201
5,5,4,1,4,18-34,1,.0759999999999999,-.0307419347718056
5,5,4,1,5,18-34,1,.0719999999999999,-.1575704451057477
5,5,4,2,1,18-34,1,.2979999999999999,.1155220942664378
5,5,4,2,2,18-34,1,.2199999999999999,.1412011755802467
5,5,4,2,3,18-34,1,.1939999999999999,.077375929586025
5,5,4,2,4,18-34,1,.0129999999999999,-.0319370180982342
5,5,4,2,5,18-34,1,.0089999999999999,-.1626842774401375
5,5,4,3,1,18-34,1,.2769999999999999,.1439921795578242
5,5,4,3,2,18-34,1,.1989999999999998,.1267903747116117
5,5,4,3,3,18-34,1,.1729999999999999,.0831596712520541
5,5,4,3,4,18-34,1,-.0080000000000001,-.0070833853348171
5,5,4,3,5,18-34,1,-.0120000000000001,-.1065767919819987
5,5,4,4,1,18-34,1,.0849999999999999,-.0638815000677461
5,5,4,4,2,18-34,1,.0069999999999999,-.0650881475319808
5,5,4,4,3,18-34,1,-.0190000000000001,-.1135334898160848
5,5,4,4,4,18-34,1,-.2000000000000001,-.2017678096049508
5,5,4,4,5,18-34,1,-.2040000000000001,-.3028675083162044
5,5,4,5,1,18-34,1,.0259999999999999,-.2604080368922739
5,5,4,5,2,18-34,1,-.0520000000000001,-.2478989330529073
5,5,4,5,3,18-34,1,-.0780000000000001,-.3046709736148377
5,5,4,5,4,18-34,1,-.2590000000000001,-.3871713431038898
5,5,4,5,5,18-34,1,-.2630000000000001,-.4759409250364881
5,5,5,1,1,18-34,1,.3389999999999999,-.1028505174543203
5,5,5,1,2,18-34,1,.2609999999999999,-.1195237567166165
5,5,5,1,3,18-34,1,.2349999999999999,-.1591822571267235
5,5,5,1,4,18-34,1,.0539999999999999,-.2250455277281623
5,5,5,1,5,18-34,1,.0499999999999999,-.299949826140661
5,5,5,2,1,18-34,1,.2759999999999999,-.1403231918236155
5,5,5,2,2,18-34,1,.1979999999999999,-.1506364681009166
5,5,5,2,3,18-34,1,.1719999999999999,-.1934334918082122
5,5,5,2,4,18-34,1,-.0090000000000001,-.2616168133475717
5,5,5,2,5,18-34,1,-.0130000000000001,-.3395318753064675
5,5,5,3,1,18-34,1,.2549999999999999,-.1163734680375865
5,5,5,3,2,18-34,1,.1769999999999999,-.0957669718444261
5,5,5,3,3,18-34,1,.1509999999999999,-.158178349377243
5,5,5,3,4,18-34,1,-.0300000000000001,-.2433106276354138
5,5,5,3,5,18-34,1,-.0340000000000001,-.3340723939392802
5,5,5,4,1,18-34,1,.0629999999999999,-.2309961425806192
5,5,5,4,2,18-34,1,-.0150000000000001,-.2505204186253621
5,5,5,4,3,18-34,1,-.0410000000000001,-.2909710136074028
5,5,5,4,4,18-34,1,-.2220000000000001,-.3567750244827531
5,5,5,4,5,18-34,1,-.2260000000000001,-.4273725868248056
5,5,5,5,1,18-34,1,.0039999999999999,-.3326567448933891
5,5,5,5,2,18-34,1,-.0740000000000001,-.360184693990597
5,5,5,5,3,18-34,1,-.1000000000000001,-.3938107319217148
5,5,5,5,4,18-34,1,-.2810000000000001,-.4547122107315673
5,5,5,5,5,18-34,1,-.2850000000000001,-.5235806473707091
1,1,1,1,1,18-34,0,1,.9845067902509302
1,1,1,1,2,18-34,0,.922,.8904848985036594
1,1,1,1,3,18-34,0,.896,.8186669940525623
1,1,1,1,4,18-34,0,.7150000000000001,.5851119606333992
1,1,1,1,5,18-34,0,.7110000000000001,.4205382265662896
1,1,1,2,1,18-34,0,.9370000000000001,.8706341319043005
1,1,1,2,2,18-34,0,.8590000000000001,.8009169079340743
1,1,1,2,3,18-34,0,.8330000000000001,.7415132020085824
1,1,1,2,4,18-34,0,.6520000000000001,.511844083015827
1,1,1,2,5,18-34,0,.6480000000000001,.3402410110559272
1,1,1,3,1,18-34,0,.916,.7963107606613259
1,1,1,3,2,18-34,0,.8380000000000001,.7328834601322091
1,1,1,3,3,18-34,0,.8120000000000001,.6762390153257792
1,1,1,3,4,18-34,0,.631,.4540578752382803
1,1,1,3,5,18-34,0,.627,.2813025923479714
1,1,1,4,1,18-34,0,.724,.8587287014806968
1,1,1,4,2,18-34,0,.646,.7623919433567742
1,1,1,4,3,18-34,0,.62,.6737432942733279
1,1,1,4,4,18-34,0,.439,.4291970774665547
1,1,1,4,5,18-34,0,.435,.2421136937462185
1,1,1,5,1,18-34,0,.665,.8643444637076934
1,1,1,5,2,18-34,0,.5870000000000001,.7728332559481183
1,1,1,5,3,18-34,0,.5610000000000001,.6984467412184107
1,1,1,5,4,18-34,0,.3800000000000001,.4561275076659033
1,1,1,5,5,18-34,0,.3760000000000001,.2662226661242464
1,1,2,1,1,18-34,0,.95,.9224631771570458
1,1,2,1,2,18-34,0,.872,.8515918779272591
1,1,2,1,3,18-34,0,.846,.7875641796813527
1,1,2,1,4,18-34,0,.665,.5603104810527514
1,1,2,1,5,18-34,0,.661,.3834336722335919
1,1,2,2,1,18-34,0,.887,.8095503122123393
1,1,2,2,2,18-34,0,.8090000000000001,.7585086208866446
1,1,2,2,3,18-34,0,.783,.7007304697935032
1,1,2,2,4,18-34,0,.6020000000000001,.4778505270018681
1,1,2,2,5,18-34,0,.5980000000000001,.3000545513949082
1,1,2,3,1,18-34,0,.866,.7203978751944011
1,1,2,3,2,18-34,0,.788,.6800291502315017
1,1,2,3,3,18-34,0,.762,.6271660830109498
1,1,2,3,4,18-34,0,.581,.4199358431125356
1,1,2,3,5,18-34,0,.577,.2468489867090725
1,1,2,4,1,18-34,0,.6739999999999999,.6911750003305547
1,1,2,4,2,18-34,0,.596,.6509811772350196
1,1,2,4,3,18-34,0,.57,.5904134068355476
1,1,2,4,4,18-34,0,.389,.3858836799211908
1,1,2,4,5,18-34,0,.385,.214385689504246
1,1,2,5,1,18-34,0,.615,.7247245003845457
1,1,2,5,2,18-34,0,.537,.6812510478989955
1,1,2,5,3,18-34,0,.511,.6188844181024694
1,1,2,5,4,18-34,0,.33,.4008929586098906
1,1,2,5,5,18-34,0,.326,.2185067940411426
1,1,3,1,1,18-34,0,.9370000000000001,.9085383293204636
1,1,3,1,2,18-34,0,.8590000000000001,.8231167968870907
1,1,3,1,3,18-34,0,.8330000000000001,.7421820482699407
1,1,3,1,4,18-34,0,.6520000000000001,.5196963687866405
1,1,3,1,5,18-34,0,.6480000000000001,.339118440971278
1,1,3,2,1,18-34,0,.8740000000000001,.7636414313783334
1,1,3,2,2,18-34,0,.7960000000000002,.7178898149425183
1,1,3,2,3,18-34,0,.7700000000000001,.660729554631566
1,1,3,2,4,18-34,0,.5890000000000002,.4509516530052643
1,1,3,2,5,18-34,0,.5850000000000002,.2748945256870637
1,1,3,3,1,18-34,0,.8530000000000001,.6895528164158512
1,1,3,3,2,18-34,0,.7750000000000001,.653841678170115
1,1,3,3,3,18-34,0,.7490000000000001,.5974561099269387
1,1,3,3,4,18-34,0,.5680000000000001,.4013099798582118
1,1,3,3,5,18-34,0,.5640000000000001,.2315699338554915
1,1,3,4,1,18-34,0,.661,.5364731038065999
1,1,3,4,2,18-34,0,.5830000000000001,.5120824122303679
1,1,3,4,3,18-34,0,.5570000000000001,.4376228380384767
1,1,3,4,4,18-34,0,.3760000000000001,.2728820318801772
1,1,3,4,5,18-34,0,.3720000000000001,.1306073710644751
1,1,3,5,1,18-34,0,.6020000000000001,.5322542052677023
1,1,3,5,2,18-34,0,.5240000000000001,.5170036623135654
1,1,3,5,3,18-34,0,.4980000000000001,.4123895949741361
1,1,3,5,4,18-34,0,.3170000000000001,.2266789812386434
1,1,3,5,5,18-34,0,.3130000000000001,.0722647461493565
1,1,4,1,1,18-34,0,.838,.9419207933288997
1,1,4,1,2,18-34,0,.76,.8567935532758222
1,1,4,1,3,18-34,0,.734,.7565675262583685
1,1,4,1,4,18-34,0,.5529999999999999,.505041448302488
1,1,4,1,5,18-34,0,.5489999999999999,.3114785223730798
1,1,4,2,1,18-34,0,.7749999999999999,.8131186185361753
1,1,4,2,2,18-34,0,.697,.7576745064004377
1,1,4,2,3,18-34,0,.6709999999999999,.6859383222984939
1,1,4,2,4,18-34,0,.4899999999999999,.4615768495302354
1,1,4,2,5,18-34,0,.4859999999999999,.281870147529648
1,1,4,3,1,18-34,0,.754,.6394589064718573
1,1,4,3,2,18-34,0,.6760000000000001,.6173688741785065
1,1,4,3,3,18-34,0,.65,.5412017570146688
1,1,4,3,4,18-34,0,.469,.362343151090565
1,1,4,3,5,18-34,0,.465,.2065601050555712
1,1,4,4,1,18-34,0,.5619999999999999,.3505902400373496
1,1,4,4,2,18-34,0,.4839999999999999,.3556205218512855
1,1,4,4,3,18-34,0,.458,.2756815063826532
1,1,4,4,4,18-34,0,.277,.1509206798860801
1,1,4,4,5,18-34,0,.273,.0414235381607991
1,1,4,5,1,18-34,0,.5029999999999999,.2048965483922354
1,1,4,5,2,18-34,0,.4249999999999999,.215206349977334
1,1,4,5,3,18-34,0,.3989999999999999,.1170171794898854
1,1,4,5,4,18-34,0,.2179999999999999,.0202638726826508
1,1,4,5,5,18-34,0,.2139999999999999,-.0606529847850512
1,1,5,1,1,18-34,0,.8160000000000001,.9417678299967116
1,1,5,1,2,18-34,0,.7380000000000001,.8609591234049179
1,1,5,1,3,18-34,0,.7120000000000001,.770236317166841
1,1,5,1,4,18-34,0,.5310000000000001,.5082096058388831
1,1,5,1,5,18-34,0,.5270000000000001,.2851346848486319
1,1,5,2,1,18-34,0,.7530000000000001,.8175068332370711
1,1,5,2,2,18-34,0,.6750000000000002,.7624167191987744
1,1,5,2,3,18-34,0,.6490000000000001,.6985149327609342
1,1,5,2,4,18-34,0,.4680000000000001,.4695078338758214
1,1,5,2,5,18-34,0,.4640000000000001,.2818159301073019
1,1,5,3,1,18-34,0,.7320000000000001,.6379686152946641
1,1,5,3,2,18-34,0,.6540000000000001,.6339408088624357
1,1,5,3,3,18-34,0,.6280000000000001,.5293035150365295
1,1,5,3,4,18-34,0,.4470000000000001,.3262252615895645
1,1,5,3,5,18-34,0,.4430000000000001,.1758589282391058
1,1,5,4,1,18-34,0,.54,.2636222855740875
1,1,5,4,2,18-34,0,.462,.2784954655207206
1,1,5,4,3,18-34,0,.4360000000000001,.1848466960703707
1,1,5,4,4,18-34,0,.2550000000000001,.0866265134202419
1,1,5,4,5,18-34,0,.2510000000000001,.0033131439164558
1,1,5,5,1,18-34,0,.481,.1338398593998586
1,1,5,5,2,18-34,0,.403,.1668725460755746
1,1,5,5,3,18-34,0,.3770000000000001,.0601354291087436
1,1,5,5,4,18-34,0,.1960000000000001,-.0237507548102436
1,1,5,5,5,18-34,0,.1920000000000001,-.0990450798923292
1,2,1,1,1,18-34,0,.95,.9324293693412052
1,2,1,1,2,18-34,0,.872,.8483643357131497
1,2,1,1,3,18-34,0,.846,.7736628602747002
1,2,1,1,4,18-34,0,.665,.5422757020338453
1,2,1,1,5,18-34,0,.661,.360752965902942
1,2,1,2,1,18-34,0,.887,.7957606838028403
1,2,1,2,2,18-34,0,.8090000000000001,.7418471787001717
1,2,1,2,3,18-34,0,.783,.6785099587258916
1,2,1,2,4,18-34,0,.6020000000000001,.4562354742454682
1,2,1,2,5,18-34,0,.5980000000000001,.2765735914771095
1,2,1,3,1,18-34,0,.866,.6911488235906282
1,2,1,3,2,18-34,0,.788,.6521983674154777
1,2,1,3,3,18-34,0,.762,.5947615942116574
1,2,1,3,4,18-34,0,.581,.3898770890666942
1,2,1,3,5,18-34,0,.577,.2149175872195467
1,2,1,4,1,18-34,0,.6739999999999999,.582295090213326
1,2,1,4,2,18-34,0,.596,.5516712254264802
1,2,1,4,3,18-34,0,.57,.4659383326540174
1,2,1,4,4,18-34,0,.389,.2769270538993968
1,2,1,4,5,18-34,0,.385,.1190183945895769
1,2,1,5,1,18-34,0,.615,.6538208592213339
1,2,1,5,2,18-34,0,.537,.6133392908727476
1,2,1,5,3,18-34,0,.511,.5106059318530979
1,2,1,5,4,18-34,0,.33,.288695759484093
1,2,1,5,5,18-34,0,.326,.1063749914004958
1,2,2,1,1,18-34,0,.8999999999999999,.8080497696881824
1,2,2,1,2,18-34,0,.822,.758348821186221
1,2,2,1,3,18-34,0,.7959999999999999,.6980045937692755
1,2,2,1,4,18-34,0,.615,.485278320259916
1,2,2,1,5,18-34,0,.611,.3072042146997925
1,2,2,2,1,18-34,0,.837,.7174923419182895
1,2,2,2,2,18-34,0,.759,.6768309656793579
1,2,2,2,3,18-34,0,.733,.6237031316963284
1,2,2,2,4,18-34,0,.5520000000000001,.4152337340343332
1,2,2,2,5,18-34,0,.548,.2390782059917563
1,2,2,3,1,18-34,0,.816,.6628653253135628
1,2,2,3,2,18-34,0,.738,.6258817045912489
1,2,2,3,3,18-34,0,.712,.5752333272187882
1,2,2,3,4,18-34,0,.5309999999999999,.3733315883359776
1,2,2,3,5,18-34,0,.5269999999999999,.2008255459672383
1,2,2,4,1,18-34,0,.6239999999999999,.5992354086325796
